feature1,feature2,predicted_probability,target
1.5380365664659692,-0.8158102849654383,0.04175035834933438,0
-0.03582603910995154,-0.0771017094141042,0.6600248005153059,1
1.5646436558140062,0.3411519748166439,0.9477616142481002,1
-2.6197451040897444,0.27669079933001905,0.3885734579637184,0
0.8219025043752238,0.8271832490360238,0.2792021248679025,0
0.08704706823817122,0.01300189187790702,0.21211100462348814,0
-0.29900735046586746,1.4535340771573169,0.453177192547368,0
0.0917607765355023,-0.2646568332379561,0.05559874115307567,0
-1.9875689146008928,2.720169166589619,0.24631255214542958,0
-0.21967188783751193,0.6256673477650062,0.005676822383709534,0
0.3571125715117464,-0.8571575564162826,0.6946008393670815,1
1.477894044741516,-1.0708924980611123,0.5054188257401492,1
-0.5182702182736474,0.4824724152431853,0.23433032099706314,0
-0.8084936028931876,-0.2234627853258509,0.028151637840918675,0
-0.5017570435845365,0.714000494092092,0.9526909882096318,1
0.9154021177020741,0.47323762457354485,0.5456433383930668,1
0.32875110965968446,-0.07282891265687277,0.6596568187952074,1
-0.5297602037670388,-0.846793718068405,0.9750309835254025,1
0.5132674331133561,-1.5148472246858646,0.05940895813403596,0
0.09707754934804039,-0.4465149520670211,0.05876312338855244,0
0.9686449905328892,0.8563987943234723,0.975303573468778,1
-0.7020530938773524,0.21409374413020396,0.3246051510580318,0
-0.3276621465977682,-1.245738778711988,0.7867189440616431,1
-0.39210815313215763,0.173180925851182,0.8159186060848996,1
-1.4635149481321186,0.3853173797288368,0.7242227609891598,1
0.29612027706457605,-0.883857436201133,0.37302243963271164,0
0.26105527217988933,0.1537251059455279,0.6466053858490323,1
0.00511345664246089,0.058208718445999896,0.2916843825485798,0
-0.23458713337514692,-1.142970297830623,0.664332272684958,1
